cl_id,us_id,confidence
52940,658451,0.99738014
52737,291602,0.99738014
52719,602732,0.99738014
52690,316762,0.99738014
52439,183129,0.99738014
52424,1883911,0.99738014
52329,985474,0.99738014
52189,990347,0.99738014
51362,594688,0.99738014
50944,396928,0.99738014
50926,349104,0.99738014
50902,1651068,0.99738014
50671,1542636,0.99738014
50649,1973246,0.99738014
50323,1338787,0.99738014
50105,851748,0.99738014
49836,687021,0.99738014
49235,590587,0.99738014
49162,277769,0.99738014
49005,93158,0.99738014
48974,1354812,0.99738014
48454,1962701,0.99738014
483,273901,0.99738014
48290,93298,0.99738014
48269,1398034,0.99738014
48226,370888,0.99738014
48150,796988,0.99738014
4781,95887,0.99738014
47766,1290968,0.99738014
47648,958804,0.99738014
47619,1689133,0.99738014
47488,501302,0.99738014
47302,1096268,0.99738014
47135,586478,0.99738014
46909,1627899,0.99738014
46754,805130,0.99738014
46517,842494,0.99738014
46499,1810213,0.99738014
46212,771352,0.99738014
46196,28799,0.99738014
4481,382753,0.99738014
44731,1958910,0.99738014
4462,338777,0.99738014
4458,231296,0.99738014
44498,599658,0.99738014
44406,360832,0.99738014
43728,710492,0.99738014
43597,1088824,0.99738014
4358,832097,0.99738014
4353,25643,0.99738014
43416,1356267,0.99738014
4341,1854754,0.99738014
43317,1645695,0.99738014
43179,1541052,0.99738014
43128,501854,0.99738014
4310,937977,0.99738014
42933,349461,0.99738014
42817,36644,0.99738014
42735,71805,0.99738014
426714,609943,0.99738014
426082,1873969,0.99738014
426057,891456,0.99738014
42595,870700,0.99738014
425943,859920,0.99738014
425765,957598,0.99738014
424796,845339,0.99738014
424772,946340,0.99738014
424663,261385,0.99738014
424577,580951,0.99738014
424498,1324451,0.99738014
42442,969593,0.99738014
424118,720054,0.99738014
423737,1951480,0.99738014
423684,430905,0.99738014
423679,995643,0.99738014
423503,1387248,0.99738014
423472,1979169,0.99738014
423388,992214,0.99738014
423158,783685,0.99738014
423110,1814576,0.99738014
422869,788367,0.99738014
422779,1414796,0.99738014
422732,1950078,0.99738014
422511,746287,0.99738014
42237,763086,0.99738014
422357,773836,0.99738014
422139,909773,0.99738014
421949,1943993,0.99738014
421742,523351,0.99738014
421736,951976,0.99738014
421719,220055,0.99738014
421664,839815,0.99738014
42163,532691,0.99738014
421536,848659,0.99738014
421493,271806,0.99738014
421082,1724037,0.99738014
420584,1705812,0.99738014
420439,781739,0.99738014
420389,967418,0.99738014
420342,90025,0.99738014
420243,504855,0.99738014
42021,929027,0.99738014
4202,988394,0.99738014
420109,872306,0.99738014
419979,144469,0.99738014
419955,1932849,0.99738014
419910,891633,0.99738014
419775,412838,0.99738014
419696,151656,0.99738014
419653,1127343,0.99738014
419411,998549,0.99738014
418969,1987555,0.99738014
418915,924267,0.99738014
418754,781414,0.99738014
418519,1546427,0.99738014
418491,731477,0.99738014
418451,455394,0.99738014
418421,274603,0.99738014
417736,71626,0.99738014
417417,1932233,0.99738014
41690,1354756,0.99738014
41689,484008,0.99738014
416709,38401,0.99738014
415993,434620,0.99738014
415844,873498,0.99738014
415148,104775,0.99738014
415103,422014,0.99738014
414886,1570452,0.99738014
414830,405496,0.99738014
413667,250392,0.99738014
41344,847237,0.99738014
413423,1665890,0.99738014
41282,49480,0.99738014
41254,858658,0.99738014
41233,40156,0.99738014
412305,92487,0.99738014
411938,1790531,0.99738014
411489,952922,0.99738014
41135,677302,0.99738014
411272,591727,0.99738014
410729,858051,0.99738014
410645,917107,0.99738014
410584,814514,0.99738014
410513,914428,0.99738014
410013,888058,0.99738014
409952,223491,0.99738014
409690,89021,0.99738014
409551,909240,0.99738014
409535,944389,0.99738014
409526,988620,0.99738014
409184,1914261,0.99738014
409066,429314,0.99738014
409000,783654,0.99738014
408966,159870,0.99738014
408962,857892,0.99738014
408835,1719234,0.99738014
408661,1659912,0.99738014
408556,1377727,0.99738014
407993,637742,0.99738014
407503,1540035,0.99738014
406887,560349,0.99738014
406725,224244,0.99738014
406575,996213,0.99738014
406502,1772894,0.99738014
406402,911958,0.99738014
406380,1841816,0.99738014
405507,242968,0.99738014
404791,781148,0.99738014
404190,80668,0.99738014
404114,1891371,0.99738014
40387,960579,0.99738014
403360,241937,0.99738014
403196,1838324,0.99738014
402965,647947,0.99738014
402911,384216,0.99738014
4029,909900,0.99738014
402899,572904,0.99738014
402026,934490,0.99738014
40198,660259,0.99738014
401916,1767136,0.99738014
401868,976914,0.99738014
401855,709389,0.99738014
401607,605019,0.99738014
401606,708569,0.99738014
401585,1692313,0.99738014
401449,1565257,0.99738014
400607,599099,0.99738014
40039,647736,0.99738014
400077,2933,0.99738014
399937,991803,0.99738014
399767,1542538,0.99738014
399734,1707906,0.99738014
399713,32240,0.99738014
399679,944519,0.99738014
399597,501959,0.99738014
3995,478207,0.99738014
399402,1920195,0.99738014
399303,233180,0.99738014
399199,1743929,0.99738014
399058,469181,0.99738014
399031,451536,0.99738014
398950,932413,0.99738014
398919,1787074,0.99738014
398493,1382245,0.99738014
398468,772906,0.99738014
398336,1597018,0.99738014
398310,411202,0.99738014
398107,1702554,0.99738014
397706,888876,0.99738014
397620,257065,0.99738014
397558,223997,0.99738014
397494,766594,0.99738014
397489,836527,0.99738014
397485,873318,0.99738014
397477,939774,0.99738014
397405,407751,0.99738014
397284,843866,0.99738014
397201,688712,0.99738014
397162,475412,0.99738014
397109,606561,0.99738014
397108,623477,0.99738014
397074,1642291,0.99738014
396892,1503396,0.99738014
396189,38076,0.99738014
396186,781142,0.99738014
396044,1716599,0.99738014
395909,1231402,0.99738014
395820,622231,0.99738014
395782,856731,0.99738014
395734,441181,0.99738014
395675,187570,0.99738014
395657,761861,0.99738014
395561,950040,0.99738014
395519,2545,0.99738014
395380,582623,0.99738014
39514,889574,0.99738014
395134,1685165,0.99738014
394974,1416873,0.99738014
394823,1306064,0.99738014
394792,946171,0.99738014
394711,770376,0.99738014
394690,786432,0.99738014
394611,514825,0.99738014
39456,60231,0.99738014
394531,833912,0.99738014
394442,1837922,0.99738014
394381,1963233,0.99738014
394351,651229,0.99738014
39425,909090,0.99738014
394219,666352,0.99738014
394050,1901447,0.99738014
393997,757228,0.99738014
393543,1113199,0.99738014
393019,348648,0.99738014
392670,658923,0.99738014
392622,514497,0.99738014
39231,827977,0.99738014
392304,1731000,0.99738014
392198,353560,0.99738014
392020,286667,0.99738014
391945,50637,0.99738014
391719,79452,0.99738014
391704,421125,0.99738014
391554,892906,0.99738014
391505,783129,0.99738014
391460,187638,0.99738014
39146,350885,0.99738014
391166,1404385,0.99738014
391009,936882,0.99738014
390929,826469,0.99738014
390875,144625,0.99738014
390681,1888992,0.99738014
390587,500670,0.99738014
390552,81875,0.99738014
390547,942534,0.99738014
390427,29452,0.99738014
390397,708909,0.99738014
39024,955021,0.99738014
39003,239258,0.99738014
38988,999042,0.99738014
389695,655612,0.99738014
38953,818394,0.99738014
389519,788401,0.99738014
389453,845122,0.99738014
389385,695914,0.99738014
388859,961437,0.99738014
388787,660960,0.99738014
388763,504524,0.99738014
388621,938319,0.99738014
388574,1038269,0.99738014
38855,54306,0.99738014
388547,1662110,0.99738014
38818,468902,0.99738014
388041,269817,0.99738014
387860,604148,0.99738014
387711,664321,0.99738014
387656,1665346,0.99738014
387542,1256223,0.99738014
387535,515043,0.99738014
387424,1482514,0.99738014
387309,877151,0.99738014
38725,768493,0.99738014
387157,46504,0.99738014
387021,1621717,0.99738014
386548,1793501,0.99738014
385807,785820,0.99738014
385754,1935117,0.99738014
38545,1635015,0.99738014
38539,22043,0.99738014
38537,559808,0.99738014
38490,844829,0.99738014
384814,974196,0.99738014
383908,1320506,0.99738014
38365,777877,0.99738014
383612,1011499,0.99738014
383607,708749,0.99738014
382871,762135,0.99738014
382806,820820,0.99738014
382362,1586037,0.99738014
382338,340358,0.99738014
38157,456353,0.99738014
381241,104744,0.99738014
381237,1347893,0.99738014
38120,365650,0.99738014
381174,1831617,0.99738014
381100,632735,0.99738014
380445,975265,0.99738014
380032,979285,0.99738014
379734,1432410,0.99738014
379707,1389379,0.99738014
379511,1010085,0.99738014
379153,691527,0.99738014
379121,1216506,0.99738014
379107,1462442,0.99738014
379086,575759,0.99738014
378616,871252,0.99738014
378307,756656,0.99738014
378167,1091349,0.99738014
378140,1035077,0.99738014
377906,1294522,0.99738014
377769,46015,0.99738014
377459,482265,0.99738014
376981,1490405,0.99738014
376892,1310942,0.99738014
37681,1947283,0.99738014
376781,27191,0.99738014
37676,540305,0.99738014
376690,776882,0.99738014
376677,1830586,0.99738014
376659,678131,0.99738014
376526,1532422,0.99738014
376391,865091,0.99738014
376374,983102,0.99738014
376352,954248,0.99738014
37629,49935,0.99738014
376218,77756,0.99738014
376188,507096,0.99738014
376161,68324,0.99738014
376088,906068,0.99738014
375926,969428,0.99738014
375876,554964,0.99738014
375720,54130,0.99738014
375480,690361,0.99738014
375093,1994660,0.99738014
374960,691075,0.99738014
374779,633922,0.99738014
374758,1830878,0.99738014
374710,709224,0.99738014
374642,1830736,0.99738014
374456,219205,0.99738014
374428,88245,0.99738014
374335,374852,0.99738014
374171,737455,0.99738014
373916,790150,0.99738014
373531,1334128,0.99738014
373425,927807,0.99738014
373350,551801,0.99738014
373235,263593,0.99738014
373075,889697,0.99738014
372983,579150,0.99738014
372466,1985827,0.99738014
372399,976040,0.99738014
371456,775936,0.99738014
371429,1302198,0.99738014
371293,1700898,0.99738014
371168,754816,0.99738014
371100,780911,0.99738014
371053,835762,0.99738014
370922,382534,0.99738014
37091,838805,0.99738014
37080,638036,0.99738014
370582,885387,0.99738014
370271,44044,0.99738014
370262,814672,0.99738014
370092,675743,0.99738014
369900,708460,0.99738014
369884,846909,0.99738014
369740,863390,0.99738014
369718,190251,0.99738014
369562,790032,0.99738014
369472,699515,0.99738014
369309,1995205,0.99738014
369200,882485,0.99738014
369168,1097538,0.99738014
369155,858968,0.99738014
369128,107587,0.99738014
368952,903075,0.99738014
368843,804526,0.99738014
368691,587490,0.99738014
368632,822981,0.99738014
368396,1705361,0.99738014
368122,429633,0.99738014
368046,829329,0.99738014
367904,697411,0.99738014
36790,300517,0.99738014
367860,533569,0.99738014
367675,861519,0.99738014
367574,874079,0.99738014
367573,949464,0.99738014
367490,895769,0.99738014
367389,1029861,0.99738014
36705,592245,0.99738014
367045,1361603,0.99738014
366911,830388,0.99738014
366853,410591,0.99738014
366655,97380,0.99738014
366647,1904724,0.99738014
366339,1527521,0.99738014
365449,135379,0.99738014
365164,762949,0.99738014
365022,214121,0.99738014
364674,549142,0.99738014
364499,1743828,0.99738014
364422,612846,0.99738014
363879,763612,0.99738014
363699,516990,0.99738014
363663,991056,0.99738014
363434,865690,0.99738014
363351,1947489,0.99738014
363261,1552452,0.99738014
363193,1569440,0.99738014
362958,727842,0.99738014
362888,1492623,0.99738014
362807,997275,0.99738014
362728,692620,0.99738014
362390,333310,0.99738014
362122,991635,0.99738014
362100,850693,0.99738014
361608,1384445,0.99738014
361596,366,0.99738014
361465,280678,0.99738014
361240,1841997,0.99738014
361103,236565,0.99738014
361032,41196,0.99738014
360952,1788761,0.99738014
360863,451562,0.99738014
360818,865978,0.99738014
360753,438888,0.99738014
360260,957684,0.99738014
360251,337508,0.99738014
360208,913264,0.99738014
359918,1188292,0.99738014
359899,393,0.99738014
359756,200359,0.99738014
359612,984403,0.99738014
359021,468813,0.99738014
359015,818297,0.99738014
358722,1123113,0.99738014
358491,1796090,0.99738014
358454,773433,0.99738014
358126,558490,0.99738014
35801,829145,0.99738014
357907,638163,0.99738014
357866,1174120,0.99738014
357847,940829,0.99738014
357778,932813,0.99738014
357695,1336313,0.99738014
357436,804418,0.99738014
357248,377668,0.99738014
356954,313064,0.99738014
356701,790304,0.99738014
356385,429477,0.99738014
356349,799271,0.99738014
356260,541206,0.99738014
35611,863370,0.99738014
355978,279178,0.99738014
355967,945680,0.99738014
355920,936227,0.99738014
355818,984317,0.99738014
35566,883540,0.99738014
355578,628779,0.99738014
35555,593071,0.99738014
354851,849873,0.99738014
354750,780756,0.99738014
354595,994388,0.99738014
354496,1523367,0.99738014
354306,536212,0.99738014
354127,841126,0.99738014
353796,472576,0.99738014
35368,1825949,0.99738014
353198,489703,0.99738014
353184,853644,0.99738014
353183,816993,0.99738014
353179,968628,0.99738014
353158,827625,0.99738014
353076,775038,0.99738014
352930,1716997,0.99738014
352823,962621,0.99738014
352811,814666,0.99738014
352771,849156,0.99738014
352707,590959,0.99738014
352672,882498,0.99738014
352484,751498,0.99738014
352217,652323,0.99738014
351629,1468893,0.99738014
351567,1238204,0.99738014
351476,785269,0.99738014
351254,1849841,0.99738014
351139,850156,0.99738014
350997,687535,0.99738014
350934,711003,0.99738014
350800,691457,0.99738014
350732,615019,0.99738014
35064,288436,0.99738014
349610,819071,0.99738014
349496,791954,0.99738014
349401,413766,0.99738014
349310,1399262,0.99738014
349033,362890,0.99738014
348714,1231948,0.99738014
348621,149685,0.99738014
348581,53288,0.99738014
347921,884786,0.99738014
347641,1065465,0.99738014
346982,429833,0.99738014
346979,206322,0.99738014
346125,201663,0.99738014
34552,211115,0.99738014
345124,1530504,0.99738014
3450,979824,0.99738014
344650,1615888,0.99738014
344529,758101,0.99738014
344524,1872987,0.99738014
3445,885103,0.99738014
343842,1872560,0.99738014
343593,1438212,0.99738014
343589,1780790,0.99738014
343385,361128,0.99738014
343112,257917,0.99738014
343015,770112,0.99738014
342884,167042,0.99738014
342751,856195,0.99738014
342333,1828835,0.99738014
342147,789598,0.99738014
341792,970735,0.99738014
341556,532468,0.99738014
341455,894930,0.99738014
341442,911797,0.99738014
341365,369865,0.99738014
341278,1770178,0.99738014
341196,1525917,0.99738014
341187,1434910,0.99738014
341,67978,0.99738014
34052,578082,0.99738014
340402,580649,0.99738014
340275,651442,0.99738014
339997,1147714,0.99738014
339798,1884733,0.99738014
339487,1883123,0.99738014
3393,359279,0.99738014
33912,755077,0.99738014
338157,990461,0.99738014
338056,747530,0.99738014
337988,494041,0.99738014
337833,806481,0.99738014
337612,85713,0.99738014
337551,81221,0.99738014
337400,713933,0.99738014
337281,19923,0.99738014
337276,242411,0.99738014
336911,1142298,0.99738014
336684,1641792,0.99738014
336480,1942022,0.99738014
336409,434546,0.99738014
33631,1489966,0.99738014
33630,1412494,0.99738014
336242,785663,0.99738014
336192,1626739,0.99738014
33618,256021,0.99738014
335921,1995034,0.99738014
335725,1858545,0.99738014
335676,833191,0.99738014
335524,776297,0.99738014
335417,979756,0.99738014
335366,1755306,0.99738014
335263,1191856,0.99738014
335082,972690,0.99738014
335076,1043141,0.99738014
335029,70740,0.99738014
334941,988260,0.99738014
334861,659211,0.99738014
334753,790222,0.99738014
334624,1476176,0.99738014
334512,298905,0.99738014
334459,1881275,0.99738014
334361,1364622,0.99738014
334111,1512072,0.99738014
334108,73180,0.99738014
334102,9649,0.99738014
334077,771009,0.99738014
333920,585957,0.99738014
33389,985231,0.99738014
333769,938294,0.99738014
333747,259114,0.99738014
333452,1348734,0.99738014
333325,260046,0.99738014
333271,73196,0.99738014
333225,401959,0.99738014
333066,1414265,0.99738014
332986,314400,0.99738014
332980,1748983,0.99738014
332869,305689,0.99738014
33267,572761,0.99738014
332532,168346,0.99738014
332488,1963214,0.99738014
331923,341736,0.99738014
331323,785034,0.99738014
331105,738566,0.99738014
330955,274242,0.99738014
330786,463186,0.99738014
330781,487284,0.99738014
330753,776462,0.99738014
330644,727733,0.99738014
330475,860341,0.99738014
33036,881686,0.99738014
330259,1981860,0.99738014
330193,458291,0.99738014
329846,259573,0.99738014
32971,818168,0.99738014
329650,122849,0.99738014
32893,504271,0.99738014
32886,787154,0.99738014
32876,90516,0.99738014
328632,38098,0.99738014
328586,1934100,0.99738014
328379,84021,0.99738014
328143,900563,0.99738014
327673,572970,0.99738014
327186,344492,0.99738014
327067,14025,0.99738014
32706,149564,0.99738014
326947,1759340,0.99738014
326935,950846,0.99738014
326890,1650266,0.99738014
326866,63078,0.99738014
326562,775078,0.99738014
326523,626631,0.99738014
326467,988629,0.99738014
326407,745267,0.99738014
325806,1585407,0.99738014
325606,1249333,0.99738014
325458,523977,0.99738014
32543,751082,0.99738014
32527,1108942,0.99738014
324992,1896832,0.99738014
324940,1924578,0.99738014
324932,1978053,0.99738014
324465,622086,0.99738014
32430,601551,0.99738014
324291,210135,0.99738014
324227,834878,0.99738014
323845,403227,0.99738014
323723,735984,0.99738014
322976,1414111,0.99738014
32282,846988,0.99738014
322482,84462,0.99738014
321994,792125,0.99738014
321809,998983,0.99738014
321713,1357568,0.99738014
321496,894239,0.99738014
321440,87545,0.99738014
321404,737119,0.99738014
32123,572530,0.99738014
321200,707515,0.99738014
32105,690986,0.99738014
320876,629406,0.99738014
32070,1531957,0.99738014
320682,856215,0.99738014
320242,1938165,0.99738014
320146,1124852,0.99738014
320143,812713,0.99738014
319872,745030,0.99738014
319753,279672,0.99738014
31919,1829607,0.99738014
318830,24485,0.99738014
318782,1426633,0.99738014
318673,1421476,0.99738014
318443,350170,0.99738014
318435,355233,0.99738014
318335,1753576,0.99738014
318319,1669891,0.99738014
318166,1368792,0.99738014
318140,1524331,0.99738014
31800,94709,0.99738014
317971,1344720,0.99738014
317912,984699,0.99738014
317667,573749,0.99738014
317609,512142,0.99738014
31735,149264,0.99738014
31727,1594633,0.99738014
317078,589387,0.99738014
317010,228425,0.99738014
317008,217881,0.99738014
316993,954597,0.99738014
316989,1599463,0.99738014
316958,1931790,0.99738014
316834,842911,0.99738014
316661,1099749,0.99738014
316290,621539,0.99738014
316216,344632,0.99738014
316043,81479,0.99738014
31583,999234,0.99738014
315646,760335,0.99738014
315623,576747,0.99738014
315160,883082,0.99738014
314836,1668673,0.99738014
314447,956983,0.99738014
314386,412971,0.99738014
