cl_id,us_id,confidence
419092,1359319,0.99681014
418926,792510,0.99681014
418905,999779,0.99681014
418832,996121,0.99681014
418765,95706,0.99681014
418528,974987,0.99681014
418462,575123,0.99681014
417927,72701,0.99681014
417862,237154,0.99681014
417783,1287061,0.99681014
417759,78594,0.99681014
417745,941917,0.99681014
417708,152733,0.99681014
417552,827250,0.99681014
417306,472845,0.99681014
417192,550762,0.99681014
417099,614841,0.99681014
417060,906179,0.99681014
416990,1052039,0.99681014
41679,714295,0.99681014
416730,94713,0.99681014
416039,1121010,0.99681014
415645,790284,0.99681014
415408,691664,0.99681014
415185,1946444,0.99681014
41493,947687,0.99681014
414608,976827,0.99681014
413238,964365,0.99681014
413219,1411658,0.99681014
412984,928745,0.99681014
412904,310041,0.99681014
412901,885900,0.99681014
412380,928116,0.99681014
412379,941767,0.99681014
411940,901131,0.99681014
411841,772508,0.99681014
411260,506753,0.99681014
410939,912799,0.99681014
410916,692142,0.99681014
410621,934095,0.99681014
41037,1129909,0.99681014
410293,1848123,0.99681014
410210,891400,0.99681014
410157,1146783,0.99681014
410044,329249,0.99681014
408676,713308,0.99681014
40867,755836,0.99681014
408628,727804,0.99681014
408613,969231,0.99681014
408019,1594102,0.99681014
407663,127099,0.99681014
407184,913596,0.99681014
407122,415789,0.99681014
406954,965161,0.99681014
406930,893960,0.99681014
406905,941229,0.99681014
406882,87174,0.99681014
406845,1344993,0.99681014
406840,982138,0.99681014
406782,855102,0.99681014
406533,626856,0.99681014
406383,321463,0.99681014
406354,807461,0.99681014
406343,999017,0.99681014
406340,859028,0.99681014
405954,969632,0.99681014
405675,261516,0.99681014
405620,980633,0.99681014
405473,91417,0.99681014
405426,996948,0.99681014
405047,914838,0.99681014
404964,808350,0.99681014
404869,648852,0.99681014
404775,790311,0.99681014
404694,714716,0.99681014
404534,485699,0.99681014
404103,98905,0.99681014
403220,873147,0.99681014
403046,832958,0.99681014
402791,1083912,0.99681014
402420,835861,0.99681014
402266,775402,0.99681014
402254,913282,0.99681014
402218,963737,0.99681014
402081,942478,0.99681014
402003,895088,0.99681014
401915,406046,0.99681014
401631,949236,0.99681014
401577,790057,0.99681014
401547,707969,0.99681014
401383,997424,0.99681014
401315,945501,0.99681014
401104,98736,0.99681014
401072,733390,0.99681014
401004,889240,0.99681014
400758,794732,0.99681014
400755,864346,0.99681014
400729,89864,0.99681014
400719,953796,0.99681014
400699,599276,0.99681014
400498,758518,0.99681014
400494,824615,0.99681014
400428,8137,0.99681014
400349,982355,0.99681014
400036,1055139,0.99681014
399900,1661390,0.99681014
399841,258537,0.99681014
399576,846346,0.99681014
399558,748442,0.99681014
399450,602089,0.99681014
399254,248446,0.99681014
399173,1518727,0.99681014
399105,709011,0.99681014
398819,538316,0.99681014
398557,64867,0.99681014
398459,765489,0.99681014
398344,1250260,0.99681014
398147,652054,0.99681014
397897,576039,0.99681014
397865,83010,0.99681014
397758,683687,0.99681014
39758,97798,0.99681014
396907,1752840,0.99681014
396828,690015,0.99681014
396762,403666,0.99681014
396280,924475,0.99681014
39597,1634051,0.99681014
395911,67107,0.99681014
395718,1130436,0.99681014
395673,821043,0.99681014
395582,1001706,0.99681014
395442,37970,0.99681014
39540,970792,0.99681014
395329,1521817,0.99681014
395289,1255713,0.99681014
395108,1184175,0.99681014
395096,583971,0.99681014
3950,371261,0.99681014
39467,722678,0.99681014
394636,1743935,0.99681014
394581,482038,0.99681014
394478,875963,0.99681014
394396,9530,0.99681014
394301,205278,0.99681014
394076,1040678,0.99681014
393755,1709507,0.99681014
393504,570315,0.99681014
393474,201794,0.99681014
393469,1364365,0.99681014
393461,1434859,0.99681014
393310,979309,0.99681014
39321,676785,0.99681014
392929,451908,0.99681014
39281,987748,0.99681014
392177,879590,0.99681014
3920,723978,0.99681014
391436,946706,0.99681014
390973,592111,0.99681014
390856,45270,0.99681014
390816,992116,0.99681014
390544,968004,0.99681014
39013,857737,0.99681014
390002,870746,0.99681014
389227,997508,0.99681014
389101,492312,0.99681014
389075,1343769,0.99681014
389058,990932,0.99681014
388224,994507,0.99681014
3882,543149,0.99681014
388148,63917,0.99681014
388037,955889,0.99681014
388033,959110,0.99681014
388030,985767,0.99681014
387740,1321956,0.99681014
387650,791075,0.99681014
387346,901255,0.99681014
387128,710959,0.99681014
387040,810511,0.99681014
386762,995768,0.99681014
386456,1451324,0.99681014
386325,1612872,0.99681014
386240,1793516,0.99681014
385860,1706165,0.99681014
385271,653968,0.99681014
384698,953674,0.99681014
384693,482638,0.99681014
384628,975871,0.99681014
383529,648420,0.99681014
383528,1231638,0.99681014
383321,1743831,0.99681014
382787,1843734,0.99681014
382638,1879383,0.99681014
382522,893504,0.99681014
382517,590514,0.99681014
382508,403775,0.99681014
382507,215090,0.99681014
382368,529446,0.99681014
382320,975336,0.99681014
382066,518965,0.99681014
382051,866505,0.99681014
381998,928710,0.99681014
381903,959685,0.99681014
38155,1290153,0.99681014
381378,703948,0.99681014
381342,892331,0.99681014
381234,687071,0.99681014
381002,1413177,0.99681014
380878,420446,0.99681014
380877,746227,0.99681014
380855,69284,0.99681014
380801,586814,0.99681014
380587,943028,0.99681014
380461,941460,0.99681014
380170,1922454,0.99681014
380128,973725,0.99681014
380084,1825344,0.99681014
380057,803465,0.99681014
379662,1461793,0.99681014
379476,340125,0.99681014
378484,849979,0.99681014
378030,42702,0.99681014
377973,936522,0.99681014
377651,721581,0.99681014
377590,478857,0.99681014
376802,66142,0.99681014
376780,58467,0.99681014
376681,448102,0.99681014
376676,733252,0.99681014
376539,1938193,0.99681014
376472,992979,0.99681014
376461,955429,0.99681014
376246,938789,0.99681014
376191,638386,0.99681014
376061,941981,0.99681014
376028,77693,0.99681014
375597,99940,0.99681014
375505,1852662,0.99681014
375003,47621,0.99681014
374807,426581,0.99681014
374418,989864,0.99681014
374168,1014533,0.99681014
374147,83824,0.99681014
374129,913614,0.99681014
374109,88234,0.99681014
373511,919354,0.99681014
373436,729792,0.99681014
372990,768613,0.99681014
372888,940560,0.99681014
372816,1968478,0.99681014
372640,958340,0.99681014
372223,346346,0.99681014
372108,819459,0.99681014
372099,1659593,0.99681014
372050,1396756,0.99681014
372021,727275,0.99681014
371624,1778228,0.99681014
371396,10106,0.99681014
370942,651278,0.99681014
370887,83204,0.99681014
370794,895397,0.99681014
370464,980221,0.99681014
370450,25194,0.99681014
370437,583891,0.99681014
37037,939281,0.99681014
369903,923804,0.99681014
369848,455044,0.99681014
369819,572551,0.99681014
369615,65134,0.99681014
369542,791027,0.99681014
369515,262649,0.99681014
369460,869967,0.99681014
369206,762938,0.99681014
368970,75395,0.99681014
368943,958943,0.99681014
368914,696127,0.99681014
368857,914663,0.99681014
368344,958890,0.99681014
368332,933134,0.99681014
3683,773689,0.99681014
368270,927166,0.99681014
368222,927049,0.99681014
368164,1572250,0.99681014
368088,757142,0.99681014
368053,1719999,0.99681014
367983,1255201,0.99681014
367840,982285,0.99681014
367703,730165,0.99681014
367562,751652,0.99681014
367486,91616,0.99681014
367232,324251,0.99681014
367123,837492,0.99681014
366807,502270,0.99681014
366115,759612,0.99681014
365169,1821643,0.99681014
365036,998540,0.99681014
36489,213308,0.99681014
364510,1230652,0.99681014
364486,94861,0.99681014
364484,998544,0.99681014
364461,948435,0.99681014
364435,930954,0.99681014
364433,771729,0.99681014
364137,1606435,0.99681014
36396,49529,0.99681014
363673,701904,0.99681014
363093,1161804,0.99681014
362863,981670,0.99681014
362843,9920,0.99681014
362545,786793,0.99681014
362519,757308,0.99681014
362420,756057,0.99681014
362341,48237,0.99681014
362072,282756,0.99681014
362006,99753,0.99681014
361298,957732,0.99681014
361050,1860169,0.99681014
361037,976855,0.99681014
361008,417215,0.99681014
360799,647721,0.99681014
360741,324170,0.99681014
360719,994264,0.99681014
360547,1958685,0.99681014
360330,950552,0.99681014
360282,980886,0.99681014
360174,583594,0.99681014
360085,1272064,0.99681014
359682,814959,0.99681014
359292,726529,0.99681014
35897,733797,0.99681014
35874,586025,0.99681014
358712,607147,0.99681014
35860,958149,0.99681014
358504,557382,0.99681014
358352,724010,0.99681014
358311,600831,0.99681014
358167,805870,0.99681014
358001,1961801,0.99681014
35774,1552117,0.99681014
357649,890825,0.99681014
357639,1911375,0.99681014
357634,741484,0.99681014
357553,358621,0.99681014
35731,761403,0.99681014
357293,821495,0.99681014
357155,1607285,0.99681014
356999,94680,0.99681014
356895,784830,0.99681014
3565,1962014,0.99681014
356321,478409,0.99681014
356035,493331,0.99681014
355987,1165784,0.99681014
355799,224919,0.99681014
355508,856769,0.99681014
355226,911296,0.99681014
355147,1951042,0.99681014
355073,362169,0.99681014
354908,1945949,0.99681014
354868,1752769,0.99681014
354823,920935,0.99681014
354566,941053,0.99681014
354261,936611,0.99681014
354153,873035,0.99681014
353017,1915383,0.99681014
352974,859879,0.99681014
352775,836912,0.99681014
352767,515981,0.99681014
352758,1955979,0.99681014
352656,862933,0.99681014
352650,759860,0.99681014
3521,472173,0.99681014
352072,1993115,0.99681014
351924,90497,0.99681014
351884,999676,0.99681014
351848,840591,0.99681014
351739,329390,0.99681014
351500,600784,0.99681014
351360,810736,0.99681014
351154,1954820,0.99681014
351061,188840,0.99681014
350791,1951188,0.99681014
350749,602203,0.99681014
350023,1351530,0.99681014
34998,396199,0.99681014
349853,684197,0.99681014
349520,1248811,0.99681014
349275,982960,0.99681014
349148,688007,0.99681014
348619,291218,0.99681014
348258,8359,0.99681014
348216,830891,0.99681014
34820,807019,0.99681014
347950,1794726,0.99681014
347204,1799934,0.99681014
347093,949689,0.99681014
346991,1464721,0.99681014
346843,678478,0.99681014
346546,845872,0.99681014
346527,964066,0.99681014
34627,416403,0.99681014
34610,489388,0.99681014
345836,79502,0.99681014
345507,1642847,0.99681014
344323,246684,0.99681014
342818,412840,0.99681014
342196,1463273,0.99681014
342053,588102,0.99681014
341706,1768645,0.99681014
341450,54585,0.99681014
341153,902014,0.99681014
340804,348479,0.99681014
340781,231446,0.99681014
340696,1672367,0.99681014
339948,821144,0.99681014
339801,745376,0.99681014
339625,678006,0.99681014
339458,797330,0.99681014
338461,1134272,0.99681014
337589,975056,0.99681014
337511,893239,0.99681014
337375,1771187,0.99681014
337143,427665,0.99681014
335991,1444989,0.99681014
335653,322315,0.99681014
335469,18332,0.99681014
335416,638112,0.99681014
335252,340315,0.99681014
335072,1384269,0.99681014
334943,740658,0.99681014
334577,729628,0.99681014
334400,209018,0.99681014
334136,959539,0.99681014
334013,54160,0.99681014
333676,791087,0.99681014
333536,1142364,0.99681014
333174,46339,0.99681014
332774,1590378,0.99681014
332722,623794,0.99681014
332634,1751349,0.99681014
332367,263035,0.99681014
332274,943639,0.99681014
332161,343375,0.99681014
332054,1287253,0.99681014
331985,411975,0.99681014
331892,1814975,0.99681014
331808,1548479,0.99681014
330964,1805637,0.99681014
33085,920344,0.99681014
330685,383755,0.99681014
330178,594594,0.99681014
330169,989557,0.99681014
329566,564282,0.99681014
328766,1873946,0.99681014
328724,856606,0.99681014
327625,811262,0.99681014
327608,179860,0.99681014
327561,560699,0.99681014
327467,1863677,0.99681014
327294,993358,0.99681014
327280,324852,0.99681014
327272,977265,0.99681014
327247,890530,0.99681014
327207,741945,0.99681014
327029,557737,0.99681014
327009,1765687,0.99681014
326985,754397,0.99681014
326954,804941,0.99681014
326804,567291,0.99681014
326633,811010,0.99681014
326388,1879715,0.99681014
326354,678093,0.99681014
326272,1747638,0.99681014
325990,590016,0.99681014
325972,578815,0.99681014
325623,326092,0.99681014
325456,848489,0.99681014
325304,649240,0.99681014
325144,909518,0.99681014
324920,1675780,0.99681014
324204,80488,0.99681014
324057,819273,0.99681014
32321,896887,0.99681014
322866,1615515,0.99681014
322692,861746,0.99681014
322650,384050,0.99681014
32264,632145,0.99681014
322227,885721,0.99681014
321804,787339,0.99681014
321774,978011,0.99681014
321573,735182,0.99681014
321458,791216,0.99681014
321453,922377,0.99681014
321388,847376,0.99681014
321345,1203465,0.99681014
321282,500065,0.99681014
321174,762183,0.99681014
320967,1708862,0.99681014
320784,715486,0.99681014
320642,1842024,0.99681014
320616,1498256,0.99681014
320605,530427,0.99681014
320603,724038,0.99681014
320567,794591,0.99681014
320364,614659,0.99681014
319547,711401,0.99681014
3195,350066,0.99681014
319098,806364,0.99681014
319067,989624,0.99681014
319013,877669,0.99681014
318925,740043,0.99681014
318787,1316904,0.99681014
318785,506719,0.99681014
318742,63119,0.99681014
318611,35495,0.99681014
318581,994169,0.99681014
318088,922183,0.99681014
318043,839729,0.99681014
317933,1821660,0.99681014
317901,84645,0.99681014
317468,541868,0.99681014
317372,956982,0.99681014
317255,90961,0.99681014
317039,656349,0.99681014
315945,772400,0.99681014
315376,256790,0.99681014
315032,1461231,0.99681014
31486,904633,0.99681014
314856,710129,0.99681014
314775,985589,0.99681014
314364,995136,0.99681014
314320,788890,0.99681014
314301,939089,0.99681014
314217,45185,0.99681014
314180,973690,0.99681014
313923,715155,0.99681014
313520,786230,0.99681014
313267,273731,0.99681014
313147,998204,0.99681014
313015,633904,0.99681014
312994,958787,0.99681014
312844,184695,0.99681014
312679,755688,0.99681014
312560,289935,0.99681014
312421,35463,0.99681014
312278,878430,0.99681014
312077,373777,0.99681014
312041,200159,0.99681014
311796,77117,0.99681014
311697,889465,0.99681014
310909,97972,0.99681014
310774,836261,0.99681014
310494,444001,0.99681014
309999,508942,0.99681014
309797,58670,0.99681014
309738,1680082,0.99681014
309498,992209,0.99681014
309400,918043,0.99681014
309385,936549,0.99681014
309289,532032,0.99681014
308771,37610,0.99681014
30848,1311538,0.99681014
308395,462751,0.99681014
308180,514473,0.99681014
308150,863067,0.99681014
30806,497172,0.99681014
308021,958380,0.99681014
307953,769999,0.99681014
307284,1787713,0.99681014
307230,979174,0.99681014
307195,1195033,0.99681014
307021,479421,0.99681014
306524,147776,0.99681014
306495,959200,0.99681014
306453,1762512,0.99681014
306215,1895974,0.99681014
306173,769687,0.99681014
306167,1769594,0.99681014
30553,96244,0.99681014
305418,181954,0.99681014
305393,663640,0.99681014
305380,1762587,0.99681014
305039,352,0.99681014
304916,37391,0.99681014
304796,1603901,0.99681014
304423,826236,0.99681014
304355,1977270,0.99681014
30387,588132,0.99681014
302666,48157,0.99681014
302504,1952665,0.99681014
302499,874091,0.99681014
302361,288307,0.99681014
302310,548505,0.99681014
3023,472752,0.99681014
302194,1397110,0.99681014
302123,792330,0.99681014
302110,824287,0.99681014
301925,978331,0.99681014
301766,742475,0.99681014
301645,1991875,0.99681014
301418,782987,0.99681014
301414,760802,0.99681014
301254,1616061,0.99681014
300441,255378,0.99681014
300370,729965,0.99681014
300029,723503,0.99681014
300010,947487,0.99681014
299568,47006,0.99681014
299411,184669,0.99681014
299064,353930,0.99681014
298985,792680,0.99681014
298788,786305,0.99681014
298777,548047,0.99681014
298762,1983948,0.99681014
298452,479678,0.99681014
298437,1334858,0.99681014
298411,1555588,0.99681014
298117,587843,0.99681014
298014,776034,0.99681014
29785,540299,0.99681014
296814,1082163,0.99681014
296772,944222,0.99681014
296554,1587711,0.99681014
296462,935790,0.99681014
296436,1783272,0.99681014
296200,1263542,0.99681014
295943,800699,0.99681014
295823,48118,0.99681014
295807,856203,0.99681014
295793,1238028,0.99681014
29573,190463,0.99681014
295392,191892,0.99681014
29531,836531,0.99681014
295279,973198,0.99681014
295125,207499,0.99681014
295115,1979843,0.99681014
295109,1825251,0.99681014
294985,10163,0.99681014
294909,1788643,0.99681014
294906,641296,0.99681014
294739,880657,0.99681014
294493,1255377,0.99681014
294433,349595,0.99681014
294215,7370,0.99681014
294205,979980,0.99681014
294195,572394,0.99681014
294087,176189,0.99681014
294076,323161,0.99681014
293496,593272,0.99681014
293375,57397,0.99681014
293362,526092,0.99681014
292874,293681,0.99681014
292839,1213691,0.99681014
292338,82769,0.99681014
292197,1299232,0.99681014
291701,1734988,0.99681014
290992,166787,0.99681014
290839,570058,0.99681014
290685,580290,0.99681014
290657,615744,0.99681014
290651,1415249,0.99681014
290557,404001,0.99681014
290519,96958,0.99681014
290291,1794738,0.99681014
290241,367844,0.99681014
289465,68367,0.99681014
289440,495424,0.99681014
289232,596057,0.99681014
28886,149932,0.99681014
28879,989181,0.99681014
288375,943297,0.99681014
288303,982698,0.99681014
288166,1922267,0.99681014
288057,16879,0.99681014
287756,352385,0.99681014
287738,551437,0.99681014
287135,912080,0.99681014
286976,1920073,0.99681014
286868,1839596,0.99681014
286597,930581,0.99681014
286447,341096,0.99681014
286341,564796,0.99681014
286205,1796193,0.99681014
285037,1599419,0.99681014
285024,7637,0.99681014
285013,1376506,0.99681014
284925,324094,0.99681014
284872,876754,0.99681014
284755,721150,0.99681014
284469,883455,0.99681014
284466,297515,0.99681014
284360,410924,0.99681014
284267,1236699,0.99681014
284171,950573,0.99681014
283639,1950725,0.99681014
283009,34475,0.99681014
282889,558620,0.99681014
282349,605548,0.99681014
282282,357171,0.99681014
282142,302962,0.99681014
282098,942683,0.99681014
282071,487936,0.99681014
282004,267170,0.99681014
28162,991313,0.99681014
281607,267586,0.99681014
281153,928325,0.99681014
281131,1957278,0.99681014
281063,35487,0.99681014
280937,163927,0.99681014
280824,885130,0.99681014
2808,536306,0.99681014
280626,1357191,0.99681014
2806,1249722,0.99681014
280471,1931723,0.99681014
280280,541789,0.99681014
279425,1632465,0.99681014
279390,468451,0.99681014
279306,92469,0.99681014
279133,207900,0.99681014
278609,1769276,0.99681014
278205,1983863,0.99681014
278181,885797,0.99681014
277883,929739,0.99681014
277880,874088,0.99681014
277855,86051,0.99681014
277792,5553,0.99681014
27759,849753,0.99681014
277535,769689,0.99681014
277474,859294,0.99681014
277225,721497,0.99681014
276924,343521,0.99681014
276679,487233,0.99681014
276523,962804,0.99681014
276419,756272,0.99681014
276100,757204,0.99681014
275963,1968798,0.99681014
27581,18262,0.99681014
275530,735888,0.99681014
275307,857152,0.99681014
27500,702077,0.99681014
274995,1699874,0.99681014
274943,1333651,0.99681014
274557,748583,0.99681014
274419,922026,0.99681014
274258,345272,0.99681014
274249,1731954,0.99681014
27364,852601,0.99681014
273515,637711,0.99681014
273332,861768,0.99681014
273284,575794,0.99681014
273135,976663,0.99681014
273120,1932305,0.99681014
273052,796194,0.99681014
272947,603550,0.99681014
272717,668736,0.99681014
272551,1040100,0.99681014
272550,803387,0.99681014
272543,4549,0.99681014
272370,1954344,0.99681014
27230,966075,0.99681014
272136,812244,0.99681014
272114,368863,0.99681014
272020,557535,0.99681014
271938,806822,0.99681014
271936,104826,0.99681014
27191,176785,0.99681014
271843,1581469,0.99681014
271371,65599,0.99681014
270474,406196,0.99681014
270365,794050,0.99681014
270258,813708,0.99681014
270053,1970474,0.99681014
26987,937789,0.99681014
269707,1987209,0.99681014
269668,1756919,0.99681014
26953,1184344,0.99681014
269395,768996,0.99681014
269253,264350,0.99681014
269105,813950,0.99681014
269088,921369,0.99681014
268590,1754196,0.99681014
268458,758184,0.99681014
26821,748961,0.99681014
268150,330624,0.99681014
267819,647941,0.99681014
267815,310577,0.99681014
267615,532978,0.99681014
267009,1657775,0.99681014
266925,383577,0.99681014
266907,728328,0.99681014
266890,703204,0.99681014
266827,616187,0.99681014
266607,822589,0.99681014
266519,1982056,0.99681014
266369,892432,0.99681014
266214,1211259,0.99681014
26584,824872,0.99681014
265775,374270,0.99681014
264918,1745392,0.99681014
264822,56439,0.99681014
264765,976461,0.99681014
26460,1779319,0.99681014
264299,560822,0.99681014
264089,664222,0.99681014
263990,1452703,0.99681014
263886,873464,0.99681014
263681,448831,0.99681014
263154,259596,0.99681014
263014,873743,0.99681014
262997,674557,0.99681014
26144,1633392,0.99681014
260262,340312,0.99681014
260257,1879979,0.99681014
259941,1555435,0.99681014
259694,1869397,0.99681014
25948,702064,0.99681014
259084,946836,0.99681014
258875,769883,0.99681014
258726,539850,0.99681014
258580,602939,0.99681014
258145,696044,0.99681014
258088,1665112,0.99681014
257792,1082778,0.99681014
257770,561758,0.99681014
2574,1149180,0.99681014
257366,1826087,0.99681014
257295,507683,0.99681014
25719,1899919,0.99681014
256531,1361498,0.99681014
256477,1816662,0.99681014
256464,887318,0.99681014
256436,237424,0.99681014
256240,1039767,0.99681014
256081,1183781,0.99681014
255970,822600,0.99681014
255527,36032,0.99681014
255486,1700798,0.99681014
255476,56677,0.99681014
255335,1674479,0.99681014
255197,669483,0.99681014
255133,812112,0.99681014
255065,890089,0.99681014
255000,753214,0.99681014
254774,992687,0.99681014
254019,741367,0.99681014
253846,498011,0.99681014
253153,1092909,0.99681014
253072,368289,0.99681014
253002,348847,0.99681014
252995,1870884,0.99681014
252334,564615,0.99681014
252165,446749,0.99681014
252062,1508404,0.99681014
25194,947579,0.99681014
251779,63068,0.99681014
251778,490952,0.99681014
251461,1343988,0.99681014
251124,383,0.99681014
251088,793660,0.99681014
250975,678776,0.99681014
250928,1003310,0.99681014
250707,1120509,0.99681014
250541,1609943,0.99681014
250521,1841165,0.99681014
250473,528100,0.99681014
250194,83613,0.99681014
249916,404405,0.99681014
249906,936101,0.99681014
249266,758997,0.99681014
249226,943301,0.99681014
249170,603254,0.99681014
24901,1396952,0.99681014
248710,1925793,0.99681014
248696,757841,0.99681014
248631,771512,0.99681014
248302,1230707,0.99681014
248300,787758,0.99681014
247726,595440,0.99681014
247716,908187,0.99681014
247483,477193,0.99681014
247373,616630,0.99681014
247353,750232,0.99681014
247260,1262070,0.99681014
247254,1549821,0.99681014
247215,1419567,0.99681014
247111,559350,0.99681014
247041,1751197,0.99681014
246994,724668,0.99681014
246562,620363,0.99681014
246228,253062,0.99681014
246196,526886,0.99681014
246177,811745,0.99681014
245939,1877589,0.99681014
245920,729820,0.99681014
245893,345902,0.99681014
24586,614738,0.99681014
245821,989476,0.99681014
245738,814862,0.99681014
245292,809194,0.99681014
245248,910210,0.99681014
245128,792940,0.99681014
244898,980983,0.99681014
244826,1772444,0.99681014
244778,947278,0.99681014
244757,27750,0.99681014
244637,676658,0.99681014
244006,581216,0.99681014
243907,514148,0.99681014
243498,1921210,0.99681014
243480,1841620,0.99681014
243465,1912176,0.99681014
243170,668683,0.99681014
243055,774255,0.99681014
242514,1913678,0.99681014
24223,784901,0.99681014
241359,863719,0.99681014
241260,801171,0.99681014
241254,852348,0.99681014
241218,168395,0.99681014
241210,739178,0.99681014
240997,823344,0.99681014
240867,98610,0.99681014
240406,469885,0.99681014
239850,157721,0.99681014
239712,764699,0.99681014
239366,1693483,0.99681014
239231,706796,0.99681014
238953,203158,0.99681014
238784,1062674,0.99681014
238090,1617787,0.99681014
237528,563896,0.99681014
237416,87367,0.99681014
236434,650804,0.99681014
236227,688497,0.99681014
236177,840734,0.99681014
235989,1621238,0.99681014
235925,1835673,0.99681014
235794,1421700,0.99681014
235780,1131967,0.99681014
235719,178113,0.99681014
235594,271356,0.99681014
235487,1769687,0.99681014
235152,1526849,0.99681014
235053,635115,0.99681014
2349,842941,0.99681014
234831,1576262,0.99681014
234487,294980,0.99681014
234424,911073,0.99681014
233759,558609,0.99681014
233034,1331377,0.99681014
232993,682032,0.99681014
23273,919336,0.99681014
232495,245065,0.99681014
230898,745346,0.99681014
230847,1107625,0.99681014
230598,888394,0.99681014
230397,1765674,0.99681014
230219,480990,0.99681014
230019,747971,0.99681014
22965,506811,0.99681014
229533,735717,0.99681014
229235,738874,0.99681014
22915,245151,0.99681014
22893,769150,0.99681014
228278,605709,0.99681014
227655,72784,0.99681014
227330,988889,0.99681014
227188,597725,0.99681014
227137,666978,0.99681014
227111,425977,0.99681014
227054,917787,0.99681014
226931,448515,0.99681014
226927,727277,0.99681014
226824,884673,0.99681014
226474,848495,0.99681014
226206,234426,0.99681014
226080,1976366,0.99681014
226037,78007,0.99681014
225982,792915,0.99681014
225981,404245,0.99681014
225938,953711,0.99681014
225822,750386,0.99681014
225805,991833,0.99681014
225508,748526,0.99681014
225068,1823011,0.99681014
225019,1965186,0.99681014
224832,665422,0.99681014
224802,508451,0.99681014
224771,499739,0.99681014
224548,1434872,0.99681014
224546,344100,0.99681014
224515,1971055,0.99681014
224082,1635693,0.99681014
224080,1490689,0.99681014
224061,461859,0.99681014
224007,801505,0.99681014
223977,584863,0.99681014
223976,248042,0.99681014
223957,510907,0.99681014
223322,1962210,0.99681014
223056,775884,0.99681014
222933,432139,0.99681014
222731,366796,0.99681014
222546,1850296,0.99681014
222326,1534919,0.99681014
221884,988025,0.99681014
221803,808306,0.99681014
221297,941426,0.99681014
221272,1925127,0.99681014
221229,68794,0.99681014
221199,1503864,0.99681014
221119,1585623,0.99681014
221052,553640,0.99681014
220444,975726,0.99681014
220194,1658938,0.99681014
219886,1251648,0.99681014
2196,1830217,0.99681014
218098,998112,0.99681014
218097,97459,0.99681014
218064,8257,0.99681014
21660,788112,0.99681014
216300,23523,0.99681014
216177,923637,0.99681014
215998,754550,0.99681014
215525,546456,0.99681014
215512,1741732,0.99681014
214820,1602447,0.99681014
214808,1387154,0.99681014
214754,1952914,0.99681014
21402,1212235,0.99681014
213877,1292401,0.99681014
213523,972921,0.99681014
213400,1729274,0.99681014
213376,546824,0.99681014
212922,509688,0.99681014
212901,899309,0.99681014
212851,896217,0.99681014
212831,866299,0.99681014
212772,635881,0.99681014
212699,926986,0.99681014
212568,647157,0.99681014
212428,56298,0.99681014
212350,558209,0.99681014
212246,901821,0.99681014
212186,53354,0.99681014
212129,844575,0.99681014
212024,682855,0.99681014
211323,887161,0.99681014
211269,886224,0.99681014
211249,885140,0.99681014
211238,1914942,0.99681014
211184,439933,0.99681014
210840,556988,0.99681014
210829,886177,0.99681014
210744,977504,0.99681014
210695,503809,0.99681014
210674,49926,0.99681014
210650,546147,0.99681014
210563,1688303,0.99681014
210390,1426801,0.99681014
210293,203040,0.99681014
210178,946941,0.99681014
20861,241762,0.99681014
208496,941169,0.99681014
208300,305096,0.99681014
208182,225586,0.99681014
207824,1995491,0.99681014
207184,657419,0.99681014
206921,1522563,0.99681014
206441,218605,0.99681014
206359,1895747,0.99681014
206183,37512,0.99681014
206118,283145,0.99681014
205262,639835,0.99681014
205161,90385,0.99681014
205160,768109,0.99681014
204970,852459,0.99681014
204838,548254,0.99681014
204631,790592,0.99681014
204528,588967,0.99681014
204501,1986978,0.99681014
204465,719887,0.99681014
204391,899466,0.99681014
204319,913214,0.99681014
204308,879180,0.99681014
204262,96200,0.99681014
204244,951359,0.99681014
204165,913343,0.99681014
204144,1932611,0.99681014
203089,1707582,0.99681014
203002,609650,0.99681014
202816,134216,0.99681014
202597,346782,0.99681014
202347,712670,0.99681014
202196,289100,0.99681014
202017,1689700,0.99681014
201963,1448900,0.99681014
201956,82592,0.99681014
201852,1637325,0.99681014
201847,256906,0.99681014
201518,696610,0.99681014
201436,1704886,0.99681014
201405,146733,0.99681014
201321,469574,0.99681014
201316,952100,0.99681014
201154,686878,0.99681014
201083,433477,0.99681014
201040,1335285,0.99681014
200944,1902954,0.99681014
200592,1153469,0.99681014
200473,1736914,0.99681014
200423,656914,0.99681014
200422,985931,0.99681014
200327,1897307,0.99681014
200287,968949,0.99681014
200205,95294,0.99681014
200115,252660,0.99681014
199304,497423,0.99681014
198845,938367,0.99681014
198844,1853128,0.99681014
198732,694021,0.99681014
198699,514893,0.99681014
198497,1829859,0.99681014
198184,800455,0.99681014
198055,272177,0.99681014
197900,258396,0.99681014
196897,1980042,0.99681014
196605,1883897,0.99681014
196014,967271,0.99681014
195937,1735484,0.99681014
192752,64035,0.99681014
19261,1447604,0.99681014
192161,1713199,0.99681014
192089,118294,0.99681014
191891,622325,0.99681014
19189,241692,0.99681014
19061,790844,0.99681014
190480,309661,0.99681014
189902,280271,0.99681014
18985,531974,0.99681014
189798,1233519,0.99681014
189735,683832,0.99681014
189486,884497,0.99681014
189350,320712,0.99681014
188967,936256,0.99681014
